date,hour,region,day_index
2024-01-05,5,3,4
2024-01-05,6,3,4
2024-01-05,7,3,4
2024-01-05,8,3,4
2024-01-05,9,1,4
2024-01-05,10,1,4
2024-01-05,11,1,4
2024-01-05,12,1,4
2024-01-05,13,1,4
2024-01-05,14,1,4
2024-01-05,15,1,4
2024-01-05,16,1,4
2024-01-05,17,1,4
2024-01-05,18,1,4
2024-01-05,19,1,4
2024-01-05,20,2,4
2024-01-05,21,2,4
2024-01-05,22,2,4
2024-01-05,23,2,4
2024-01-06,0,2,5
2024-01-06,1,3,5
2024-01-06,2,3,5
2024-01-06,3,3,5
2024-01-06,4,3,5
2024-01-06,5,3,5
2024-01-06,6,3,5
2024-01-06,7,3,5
2024-01-06,8,3,5
2024-01-06,9,1,5
2024-01-06,10,1,5
2024-01-06,11,1,5
2024-01-06,12,1,5
2024-01-06,13,1,5
2024-01-06,14,1,5
2024-01-06,15,1,5
2024-01-06,16,1,5
2024-01-06,17,1,5
2024-01-06,18,1,5
2024-01-06,19,1,5
2024-01-06,20,2,5
2024-01-06,21,2,5
2024-01-06,22,2,5
2024-01-06,23,2,5
2024-01-07,0,2,6
2024-01-07,1,3,6
2024-01-07,2,3,6
2024-01-07,3,3,6
2024-01-07,4,3,6
2024-01-07,5,3,6
2024-01-07,6,3,6
2024-01-07,7,3,6
2024-01-07,8,3,6
2024-01-07,9,1,6
2024-01-07,10,1,6
2024-01-07,11,1,6
2024-01-07,12,1,6
2024-01-07,13,1,6
2024-01-07,14,1,6
2024-01-07,15,1,6
2024-01-07,16,1,6
2024-01-07,17,1,6
2024-01-07,18,1,6
2024-01-07,19,1,6
2024-01-07,20,2,6
2024-01-07,21,2,6
2024-01-07,22,2,6
2024-01-07,23,2,6
2024-01-08,0,2,7
2024-01-08,1,3,7
2024-01-08,2,3,7
2024-01-08,3,3,7
2024-01-08,4,3,7
2024-01-08,5,3,7
2024-01-08,6,3,7
2024-01-08,7,3,7
2024-01-08,8,3,7
2024-01-08,9,1,7
2024-01-08,10,1,7
2024-01-08,11,1,7
2024-01-08,12,1,7
2024-01-08,13,1,7
2024-01-08,14,1,7
2024-01-08,15,1,7
2024-01-08,16,1,7
2024-01-08,17,1,7
2024-01-08,18,1,7
2024-01-08,19,1,7
2024-01-08,20,2,7
2024-01-08,21,2,7
2024-01-08,22,2,7
2024-01-08,23,2,7
2024-01-09,0,2,8
2024-01-09,1,3,8
2024-01-09,2,3,8
2024-01-09,3,3,8
2024-01-09,4,3,8
2024-01-09,5,3,8
2024-01-09,6,3,8
2024-01-09,7,3,8
2024-01-09,8,3,8
2024-01-09,9,1,8
2024-01-09,10,1,8
2024-01-09,11,1,8
2024-01-09,12,1,8
2024-01-09,13,1,8
2024-01-09,14,1,8
2024-01-09,15,1,8
2024-01-09,16,1,8
2024-01-09,17,1,8
2024-01-09,18,1,8
2024-01-09,19,1,8
2024-01-09,20,2,8
2024-01-09,21,2,8
2024-01-09,22,2,8
2024-01-09,23,2,8
2024-01-10,0,2,9
2024-01-10,1,3,9
2024-01-10,2,3,9
2024-01-10,3,3,9
2024-01-10,4,3,9
2024-01-10,5,3,9
2024-01-10,6,3,9
2024-01-10,7,3,9
2024-01-10,8,3,9
2024-01-10,9,1,9
2024-01-10,10,1,9
2024-01-10,11,1,9
2024-01-10,12,1,9
2024-01-10,13,1,9
2024-01-10,14,1,9
2024-01-10,15,1,9
2024-01-10,16,1,9
2024-01-10,17,1,9
2024-01-10,18,1,9
2024-01-10,19,1,9
2024-01-10,20,2,9
2024-01-10,21,2,9
2024-01-10,22,2,9
2024-01-10,23,2,9
2024-01-11,0,2,10
2024-01-11,1,3,10
2024-01-11,2,3,10
2024-01-11,3,3,10
2024-01-11,4,3,10
2024-01-11,5,3,10
2024-01-11,6,3,10
2024-01-11,7,3,10
2024-01-11,8,3,10
2024-01-11,9,1,10
2024-01-11,10,1,10
2024-01-11,11,1,10
2024-01-11,12,1,10
2024-01-11,13,1,10
2024-01-11,14,1,10
2024-01-11,15,1,10
2024-01-11,16,1,10
2024-01-11,17,1,10
2024-01-11,18,1,10
2024-01-11,19,1,10
2024-01-11,20,2,10
2024-01-11,21,2,10
2024-01-11,22,2,10
2024-01-11,23,2,10
2024-01-12,0,2,11
2024-01-12,1,3,11
2024-01-12,2,3,11
2024-01-12,3,3,11
2024-01-12,4,3,11
2024-01-12,5,3,11
2024-01-12,6,3,11
2024-01-12,7,3,11
2024-01-12,8,3,11
2024-01-12,9,1,11
2024-01-12,10,1,11
2024-01-12,11,1,11
2024-01-12,12,1,11
2024-01-12,13,1,11
2024-01-12,14,1,11
2024-01-12,15,1,11
2024-01-12,16,1,11
2024-01-12,17,1,11
2024-01-12,18,1,11
2024-01-12,19,1,11
2024-01-12,20,2,11
2024-01-12,21,2,11
2024-01-12,22,2,11
2024-01-12,23,2,11
2024-01-13,0,2,12
2024-01-13,1,3,12
2024-01-13,2,3,12
2024-01-13,3,3,12
2024-01-13,4,3,12
2024-01-13,5,3,12
2024-01-13,6,3,12
2024-01-13,7,3,12
2024-01-13,8,3,12
2024-01-13,9,1,12
2024-01-13,10,1,12
2024-01-13,11,1,12
2024-01-13,12,1,12
2024-01-13,13,1,12
2024-01-13,14,1,12
2024-01-13,15,1,12
2024-01-13,16,1,12
2024-01-13,17,1,12
2024-01-13,18,1,12
2024-01-13,19,1,12
2024-01-13,20,2,12
2024-01-13,21,2,12
2024-01-13,22,2,12
2024-01-13,23,2,12
2024-01-14,0,2,13
2024-01-14,1,3,13
2024-01-14,2,3,13
2024-01-14,3,3,13
2024-01-14,4,3,13
2024-01-14,5,3,13
2024-01-14,6,3,13
2024-01-14,7,3,13
2024-01-14,8,3,13
2024-01-14,9,1,13
2024-01-14,10,1,13
2024-01-14,11,1,13
2024-01-14,12,1,13
2024-01-14,13,1,13
2024-01-14,14,1,13
2024-01-14,15,1,13
2024-01-14,16,1,13
2024-01-14,17,1,13
2024-01-14,18,1,13
2024-01-14,19,1,13
2024-01-14,20,2,13
2024-01-14,21,2,13
2024-01-14,22,2,13
2024-01-14,23,2,13
2024-01-15,0,2,14
2024-01-15,1,3,14
2024-01-15,2,3,14
2024-01-15,3,3,14
2024-01-15,4,3,14
2024-01-15,5,3,14
2024-01-15,6,3,14
2024-01-15,7,3,14
2024-01-15,8,3,14
2024-01-15,9,1,14
2024-01-15,10,1,14
2024-01-15,11,1,14
2024-01-15,12,1,14
2024-01-15,13,1,14
2024-01-15,14,1,14
2024-01-15,15,1,14
2024-01-15,16,1,14
2024-01-15,17,1,14
2024-01-15,18,1,14
2024-01-15,19,1,14
2024-01-15,20,2,14
2024-01-15,21,2,14
2024-01-15,22,2,14
2024-01-15,23,2,14
2024-01-16,0,2,15
2024-01-16,1,3,15
2024-01-16,2,3,15
2024-01-16,3,3,15
2024-01-16,4,3,15
2024-01-16,5,3,15
2024-01-16,6,3,15
2024-01-16,7,3,15
2024-01-16,8,3,15
2024-01-16,9,1,15
2024-01-16,10,1,15
2024-01-16,11,1,15
2024-01-16,12,1,15
2024-01-16,13,1,15
2024-01-16,14,1,15
2024-01-16,15,1,15
2024-01-16,16,1,15
2024-01-16,17,1,15
2024-01-16,18,1,15
2024-01-16,19,1,15
2024-01-16,20,2,15
2024-01-16,21,2,15
2024-01-16,22,2,15
2024-01-16,23,2,15
2024-01-17,0,2,16
2024-01-17,1,3,16
2024-01-17,2,3,16
2024-01-17,3,3,16
2024-01-17,4,3,16
2024-01-17,5,3,16
2024-01-17,6,3,16
2024-01-17,7,3,16
2024-01-17,8,3,16
2024-01-17,9,1,16
2024-01-17,10,1,16
2024-01-17,11,1,16
2024-01-17,12,1,16
2024-01-17,13,1,16
2024-01-17,14,1,16
2024-01-17,15,1,16
2024-01-17,16,1,16
2024-01-17,17,1,16
2024-01-17,18,1,16
2024-01-17,19,1,16
2024-01-17,20,2,16
2024-01-17,21,2,16
2024-01-17,22,2,16
2024-01-17,23,2,16
2024-01-18,0,2,17
2024-01-18,1,3,17
2024-01-18,2,3,17
2024-01-18,3,3,17
2024-01-18,4,3,17
2024-01-18,5,3,17
2024-01-18,6,3,17
2024-01-18,7,3,17
2024-01-18,8,3,17
2024-01-18,9,1,17
2024-01-18,10,1,17
2024-01-18,11,1,17
2024-01-18,12,1,17
2024-01-18,13,1,17
2024-01-18,14,1,17
2024-01-18,15,1,17
2024-01-18,16,1,17
2024-01-18,17,1,17
2024-01-18,18,1,17
2024-01-18,19,1,17
2024-01-18,20,2,17
2024-01-18,21,2,17
2024-01-18,22,2,17
2024-01-18,23,2,17
2024-01-19,0,2,18
2024-01-19,1,3,18
2024-01-19,2,3,18
2024-01-19,3,3,18
2024-01-19,4,3,18
2024-01-19,5,3,18
2024-01-19,6,3,18
2024-01-19,7,3,18
2024-01-19,8,3,18
2024-01-19,9,1,18
2024-01-19,10,1,18
2024-01-19,11,1,18
2024-01-19,12,1,18
2024-01-19,13,1,18
2024-01-19,14,1,18
2024-01-19,15,1,18
2024-01-19,16,1,18
2024-01-19,17,1,18
2024-01-19,18,1,18
2024-01-19,19,1,18
2024-01-19,20,2,18
2024-01-19,21,2,18
2024-01-19,22,2,18
2024-01-19,23,2,18
2024-01-20,0,2,19
2024-01-20,1,3,19
2024-01-20,2,3,19
2024-01-20,3,3,19
2024-01-20,4,3,19
2024-01-20,5,3,19
2024-01-20,6,3,19
2024-01-20,7,3,19
2024-01-20,8,3,19
2024-01-20,9,1,19
2024-01-20,10,1,19
2024-01-20,11,1,19
2024-01-20,12,1,19
2024-01-20,13,1,19
2024-01-20,14,1,19
2024-01-20,15,1,19
2024-01-20,16,1,19
2024-01-20,17,1,19
2024-01-20,18,1,19
2024-01-20,19,1,19
2024-01-20,20,2,19
2024-01-20,21,2,19
2024-01-20,22,2,19
2024-01-20,23,2,19
2024-01-21,0,2,20
2024-01-21,1,3,20
2024-01-21,2,3,20
2024-01-21,3,3,20
2024-01-21,4,3,20
2024-01-21,5,3,20
2024-01-21,6,3,20
2024-01-21,7,3,20
2024-01-21,8,3,20
2024-01-21,9,1,20
2024-01-21,10,1,20
2024-01-21,11,1,20
2024-01-21,12,1,20
2024-01-21,13,1,20
2024-01-21,14,1,20
2024-01-21,15,1,20
2024-01-21,16,1,20
2024-01-21,17,1,20
2024-01-21,18,1,20
2024-01-21,19,1,20
2024-01-21,20,2,20
2024-01-21,21,2,20
2024-01-21,22,2,20
2024-01-21,23,2,20
2024-01-22,0,2,21
2024-01-22,1,3,21
2024-01-22,2,3,21
2024-01-22,3,3,21
2024-01-22,4,3,21
2024-01-22,5,3,21
2024-01-22,6,3,21
2024-01-22,7,3,21
2024-01-22,8,3,21
2024-01-22,9,1,21
2024-01-22,10,1,21
2024-01-22,11,1,21
2024-01-22,12,1,21
2024-01-22,13,1,21
2024-01-22,14,1,21
2024-01-22,15,1,21
2024-01-22,16,1,21
2024-01-22,17,1,21
2024-01-22,18,1,21
2024-01-22,19,1,21
2024-01-22,20,2,21
2024-01-22,21,2,21
2024-01-22,22,2,21
2024-01-22,23,2,21
2024-01-23,0,2,22
2024-01-23,1,3,22
2024-01-23,2,3,22
2024-01-23,3,3,22
2024-01-23,4,3,22
2024-01-23,5,3,22
2024-01-23,6,3,22
2024-01-23,7,3,22
2024-01-23,8,3,22
2024-01-23,9,1,22
2024-01-23,10,1,22
2024-01-23,11,1,22
2024-01-23,12,1,22
2024-01-23,13,1,22
2024-01-23,14,1,22
2024-01-23,15,1,22
2024-01-23,16,1,22
2024-01-23,17,1,22
2024-01-23,18,1,22
2024-01-23,19,1,22
2024-01-23,20,2,22
2024-01-23,21,2,22
2024-01-23,22,2,22
2024-01-23,23,2,22
2024-01-24,0,2,23
2024-01-24,1,3,23
2024-01-24,2,3,23
2024-01-24,3,3,23
2024-01-24,4,3,23
2024-01-24,5,3,23
2024-01-24,6,3,23
2024-01-24,7,3,23
2024-01-24,8,3,23
2024-01-24,9,1,23
2024-01-24,10,1,23
2024-01-24,11,1,23
2024-01-24,12,1,23
2024-01-24,13,1,23
2024-01-24,14,1,23
2024-01-24,15,1,23
2024-01-24,16,1,23
2024-01-24,17,1,23
2024-01-24,18,1,23
2024-01-24,19,1,23
2024-01-24,20,2,23
2024-01-24,21,2,23
2024-01-24,22,2,23
2024-01-24,23,2,23
2024-01-25,0,2,24
2024-01-25,1,3,24
2024-01-25,2,3,24
2024-01-25,3,3,24
2024-01-25,4,3,24
2024-01-25,5,3,24
2024-01-25,6,3,24
2024-01-25,7,3,24
2024-01-25,8,3,24
2024-01-25,9,1,24
2024-01-25,10,1,24
2024-01-25,11,1,24
2024-01-25,12,1,24
2024-01-25,13,1,24
2024-01-25,14,1,24
2024-01-25,15,1,24
2024-01-25,16,1,24
2024-01-25,17,1,24
2024-01-25,18,1,24
2024-01-25,19,1,24
2024-01-25,20,2,24
2024-01-25,21,2,24
2024-01-25,22,2,24
2024-01-25,23,2,24
2024-01-26,0,2,25
2024-01-26,1,3,25
2024-01-26,2,3,25
2024-01-26,3,3,25
2024-01-26,4,3,25
2024-01-26,5,3,25
2024-01-26,6,3,25
2024-01-26,7,3,25
2024-01-26,8,3,25
2024-01-26,9,1,25
2024-01-26,10,1,25
2024-01-26,11,1,25
2024-01-26,12,1,25
2024-01-26,13,1,25
2024-01-26,14,1,25
2024-01-26,15,1,25
2024-01-26,16,1,25
2024-01-26,17,1,25
2024-01-26,18,1,25
2024-01-26,19,1,25
2024-01-26,20,2,25
2024-01-26,21,2,25
2024-01-26,22,2,25
2024-01-26,23,2,25
2024-01-27,0,2,26
2024-01-27,1,3,26
2024-01-27,2,3,26
2024-01-27,3,3,26
2024-01-27,4,3,26
2024-01-27,5,3,26
2024-01-27,6,3,26
2024-01-27,7,3,26
2024-01-27,8,3,26
2024-01-27,9,1,26
2024-01-27,10,1,26
2024-01-27,11,1,26
2024-01-27,12,1,26
2024-01-27,13,1,26
2024-01-27,14,1,26
2024-01-27,15,1,26
2024-01-27,16,1,26
2024-01-27,17,1,26
2024-01-27,18,1,26
2024-01-27,19,1,26
2024-01-27,20,2,26
2024-01-27,21,2,26
2024-01-27,22,2,26
2024-01-27,23,2,26
2024-01-28,0,2,27
2024-01-28,1,3,27
2024-01-28,2,3,27
2024-01-28,3,3,27
2024-01-28,4,3,27
2024-01-28,5,3,27
2024-01-28,6,3,27
2024-01-28,7,3,27
2024-01-28,8,3,27
2024-01-28,9,1,27
2024-01-28,10,1,27
2024-01-28,11,1,27
2024-01-28,12,1,27
2024-01-28,13,1,27
2024-01-28,14,1,27
2024-01-28,15,1,27
2024-01-28,16,1,27
2024-01-28,17,1,27
2024-01-28,18,1,27
2024-01-28,19,1,27
2024-01-28,20,2,27
2024-01-28,21,2,27
2024-01-28,22,2,27
2024-01-28,23,2,27
2024-01-29,0,2,28
2024-01-29,1,3,28
2024-01-29,2,3,28
2024-01-29,3,3,28
2024-01-29,4,3,28
2024-01-29,5,3,28
2024-01-29,6,3,28
2024-01-29,7,3,28
2024-01-29,8,3,28
2024-01-29,9,1,28
2024-01-29,10,1,28
2024-01-29,11,1,28
2024-01-29,12,1,28
2024-01-29,13,1,28
2024-01-29,14,1,28
2024-01-29,15,1,28
2024-01-29,16,1,28
2024-01-29,17,1,28
2024-01-29,18,1,28
2024-01-29,19,1,28
2024-01-29,20,2,28
2024-01-29,21,2,28
2024-01-29,22,2,28
2024-01-29,23,2,28
2024-01-30,0,2,29
2024-01-30,1,3,29
2024-01-30,2,3,29
2024-01-30,3,3,29
2024-01-30,4,3,29
2024-01-30,5,3,29
2024-01-30,6,3,29
2024-01-30,7,3,29
2024-01-30,8,3,29
2024-01-30,9,1,29
2024-01-30,10,1,29
2024-01-30,11,1,29
2024-01-30,12,1,29
2024-01-30,13,1,29
2024-01-30,14,1,29
2024-01-30,15,1,29
2024-01-30,16,1,29
2024-01-30,17,1,29
2024-01-30,18,1,29
2024-01-30,19,1,29
2024-01-30,20,2,29
2024-01-30,21,2,29
2024-01-30,22,2,29
2024-01-30,23,2,29
2024-01-31,0,2,30
2024-01-31,1,3,30
2024-01-31,2,3,30
2024-01-31,3,3,30
2024-01-31,4,3,30
2024-01-31,5,3,30
2024-01-31,6,3,30
2024-01-31,7,3,30
2024-01-31,8,3,30
2024-01-31,9,1,30
2024-01-31,10,1,30
2024-01-31,11,1,30
2024-01-31,12,1,30
2024-01-31,13,1,30
2024-01-31,14,1,30
2024-01-31,15,1,30
2024-01-31,16,1,30
2024-01-31,17,1,30
2024-01-31,18,1,30
2024-01-31,19,1,30
2024-01-31,20,2,30
2024-01-31,21,2,30
2024-01-31,22,2,30
2024-01-31,23,2,30
2024-02-01,0,2,31
2024-02-01,1,3,31
2024-02-01,2,3,31
2024-02-01,3,3,31
2024-02-01,4,3,31
2024-02-01,5,3,31
2024-02-01,6,3,31
2024-02-01,7,3,31
2024-02-01,8,3,31
2024-02-01,9,1,31
2024-02-01,10,1,31
2024-02-01,11,1,31
2024-02-01,12,1,31
2024-02-01,13,1,31
2024-02-01,14,1,31
2024-02-01,15,1,31
2024-02-01,16,1,31
2024-02-01,17,1,31
2024-02-01,18,1,31
2024-02-01,19,1,31
2024-02-01,20,2,31
2024-02-01,21,2,31
2024-02-01,22,2,31
2024-02-01,23,2,31
2024-02-02,0,2,32
2024-02-02,1,3,32
2024-02-02,2,3,32
2024-02-02,3,3,32
2024-02-02,4,3,32
2024-02-02,5,3,32
2024-02-02,6,3,32
2024-02-02,7,3,32
2024-02-02,8,3,32
2024-02-02,9,1,32
2024-02-02,10,1,32
2024-02-02,11,1,32
2024-02-02,12,1,32
2024-02-02,13,1,32
2024-02-02,14,1,32
2024-02-02,15,1,32
2024-02-02,16,1,32
2024-02-02,17,1,32
2024-02-02,18,1,32
2024-02-02,19,1,32
2024-02-02,20,2,32
2024-02-02,21,2,32
2024-02-02,22,2,32
2024-02-02,23,2,32
2024-02-03,0,2,33
2024-02-03,1,3,33
2024-02-03,2,3,33
2024-02-03,3,3,33
2024-02-03,4,3,33
2024-02-03,5,3,33
2024-02-03,6,3,33
2024-02-03,7,3,33
2024-02-03,8,3,33
2024-02-03,9,1,33
2024-02-03,10,1,33
2024-02-03,11,1,33
2024-02-03,12,1,33
2024-02-03,13,1,33
2024-02-03,14,1,33
2024-02-03,15,1,33
2024-02-03,16,1,33
2024-02-03,17,1,33
2024-02-03,18,1,33
2024-02-03,19,1,33
2024-02-03,20,2,33
2024-02-03,21,2,33
2024-02-03,22,2,33
2024-02-03,23,2,33
2024-02-04,0,2,34
2024-02-04,1,3,34
2024-02-04,2,3,34
2024-02-04,3,3,34
2024-02-04,4,3,34
2024-02-04,5,3,34
2024-02-04,6,3,34
2024-02-04,7,3,34
2024-02-04,8,3,34
2024-02-04,9,1,34
2024-02-04,10,1,34
2024-02-04,11,1,34
2024-02-04,12,1,34
2024-02-04,13,1,34
2024-02-04,14,1,34
2024-02-04,15,1,34
2024-02-04,16,1,34
2024-02-04,17,1,34
2024-02-04,18,1,34
2024-02-04,19,1,34
2024-02-04,20,2,34
2024-02-04,21,2,34
2024-02-04,22,2,34
2024-02-04,23,2,34
2024-02-05,0,2,35
2024-02-05,1,3,35
2024-02-05,2,3,35
2024-02-05,3,3,35
2024-02-05,4,3,35
2024-02-05,5,3,35
2024-02-05,6,3,35
2024-02-05,7,3,35
2024-02-05,8,3,35
2024-02-05,9,1,35
2024-02-05,10,1,35
2024-02-05,11,1,35
2024-02-05,12,1,35
2024-02-05,13,1,35
2024-02-05,14,1,35
2024-02-05,15,1,35
2024-02-05,16,1,35
2024-02-05,17,1,35
2024-02-05,18,1,35
2024-02-05,19,1,35
2024-02-05,20,2,35
2024-02-05,21,2,35
2024-02-05,22,2,35
2024-02-05,23,2,35
2024-02-06,0,2,36
2024-02-06,1,3,36
2024-02-06,2,3,36
2024-02-06,3,3,36
2024-02-06,4,3,36
2024-02-06,5,3,36
2024-02-06,6,3,36
2024-02-06,7,3,36
2024-02-06,8,3,36
2024-02-06,9,1,36
2024-02-06,10,1,36
2024-02-06,11,1,36
2024-02-06,12,1,36
2024-02-06,13,1,36
2024-02-06,14,1,36
2024-02-06,15,1,36
2024-02-06,16,1,36
2024-02-06,17,1,36
2024-02-06,18,1,36
2024-02-06,19,1,36
2024-02-06,20,2,36
2024-02-06,21,2,36
2024-02-06,22,2,36
2024-02-06,23,2,36
2024-02-07,0,2,37
2024-02-07,1,3,37
2024-02-07,2,3,37
2024-02-07,3,3,37
2024-02-07,4,3,37
2024-02-07,5,3,37
2024-02-07,6,3,37
2024-02-07,7,3,37
2024-02-07,8,3,37
2024-02-07,9,1,37
2024-02-07,10,1,37
2024-02-07,11,1,37
2024-02-07,12,1,37
2024-02-07,13,1,37
2024-02-07,14,1,37
2024-02-07,15,1,37
2024-02-07,16,1,37
2024-02-07,17,1,37
2024-02-07,18,1,37
2024-02-07,19,1,37
2024-02-07,20,2,37
2024-02-07,21,2,37
2024-02-07,22,2,37
2024-02-07,23,2,37
2024-02-08,0,2,38
2024-02-08,1,3,38
2024-02-08,2,3,38
2024-02-08,3,3,38
2024-02-08,4,3,38
2024-02-08,5,3,38
2024-02-08,6,3,38
2024-02-08,7,3,38
2024-02-08,8,3,38
2024-02-08,9,1,38
2024-02-08,10,1,38
2024-02-08,11,1,38
2024-02-08,12,1,38
2024-02-08,13,1,38
2024-02-08,14,1,38
2024-02-08,15,1,38
2024-02-08,16,1,38
2024-02-08,17,1,38
2024-02-08,18,1,38
2024-02-08,19,1,38
2024-02-08,20,2,38
2024-02-08,21,2,38
2024-02-08,22,2,38
2024-02-08,23,2,38
2024-02-09,0,2,39
2024-02-09,1,3,39
2024-02-09,2,3,39
2024-02-09,3,3,39
2024-02-09,4,3,39
2024-02-09,5,3,39
2024-02-09,6,3,39
2024-02-09,7,3,39
2024-02-09,8,3,39
2024-02-09,9,1,39
2024-02-09,10,1,39
2024-02-09,11,1,39
2024-02-09,12,1,39
2024-02-09,13,1,39
2024-02-09,14,1,39
2024-02-09,15,1,39
2024-02-09,16,1,39
2024-02-09,17,1,39
2024-02-09,18,1,39
2024-02-09,19,1,39
2024-02-09,20,2,39
2024-02-09,21,2,39
2024-02-09,22,2,39
2024-02-09,23,2,39
2024-02-10,0,2,40
2024-02-10,1,3,40
2024-02-10,2,3,40
2024-02-10,3,3,40
2024-02-10,4,3,40
2024-02-10,5,3,40
2024-02-10,6,3,40
2024-02-10,7,3,40
2024-02-10,8,3,40
2024-02-10,9,1,40
2024-02-10,10,1,40
2024-02-10,11,1,40
2024-02-10,12,1,40
2024-02-10,13,1,40
2024-02-10,14,1,40
2024-02-10,15,1,40
2024-02-10,16,1,40
2024-02-10,17,1,40
2024-02-10,18,1,40
2024-02-10,19,1,40
2024-02-10,20,2,40
2024-02-10,21,2,40
2024-02-10,22,2,40
2024-02-10,23,2,40
2024-02-11,0,2,41
2024-02-11,1,3,41
2024-02-11,2,3,41
2024-02-11,3,3,41
2024-02-11,4,3,41
2024-02-11,5,3,41
2024-02-11,6,3,41
2024-02-11,7,3,41
2024-02-11,8,3,41
2024-02-11,9,1,41
2024-02-11,10,1,41
2024-02-11,11,1,41
2024-02-11,12,1,41
2024-02-11,13,1,41
2024-02-11,14,1,41
2024-02-11,15,1,41
2024-02-11,16,1,41
2024-02-11,17,1,41
2024-02-11,18,1,41
2024-02-11,19,1,41
2024-02-11,20,2,41
2024-02-11,21,2,41
2024-02-11,22,2,41
2024-02-11,23,2,41
2024-02-12,0,2,42
2024-02-12,1,3,42
2024-02-12,2,3,42
2024-02-12,3,3,42
2024-02-12,4,3,42
2024-02-12,5,3,42
2024-02-12,6,3,42
2024-02-12,7,3,42
2024-02-12,8,3,42
2024-02-12,9,1,42
2024-02-12,10,1,42
2024-02-12,11,1,42
2024-02-12,12,1,42
2024-02-12,13,1,42
2024-02-12,14,1,42
2024-02-12,15,1,42
2024-02-12,16,1,42
2024-02-12,17,1,42
2024-02-12,18,1,42
2024-02-12,19,1,42
2024-02-12,20,2,42
2024-02-12,21,2,42
2024-02-12,22,2,42
2024-02-12,23,2,42
2024-02-13,0,2,43
2024-02-13,1,3,43
2024-02-13,2,3,43
2024-02-13,3,3,43
2024-02-13,4,3,43
2024-02-13,5,3,43
2024-02-13,6,3,43
2024-02-13,7,3,43
2024-02-13,8,3,43
2024-02-13,9,1,43
2024-02-13,10,1,43
2024-02-13,11,1,43
2024-02-13,12,1,43
2024-02-13,13,1,43
2024-02-13,14,1,43
2024-02-13,15,1,43
2024-02-13,16,1,43
2024-02-13,17,1,43
2024-02-13,18,1,43
2024-02-13,19,1,43
2024-02-13,20,2,43
2024-02-13,21,2,43
2024-02-13,22,2,43
2024-02-13,23,2,43
2024-02-14,0,2,44
2024-02-14,1,3,44
2024-02-14,2,3,44
2024-02-14,3,3,44
2024-02-14,4,3,44
2024-02-14,5,3,44
2024-02-14,6,3,44
2024-02-14,7,3,44
2024-02-14,8,3,44
2024-02-14,9,1,44
2024-02-14,10,1,44
2024-02-14,11,1,44
2024-02-14,12,1,44
2024-02-14,13,1,44
2024-02-14,14,1,44
2024-02-14,15,1,44
2024-02-14,16,1,44
2024-02-14,17,1,44
2024-02-14,18,1,44
